Категория;Товар;Цена;Адрес;Видим;Рекомендуемый;Бренд;Вариант;"Старая цена";Артикул;Склад;"Заголовок страницы";"Ключевые слова";"Описание страницы";Аннотация;Описание;Изображения;Диаметр;Высота;Вес;Долговечность;Упаковка;"Срок годности"
"Букеты, Букеты/Орхидеи, Букеты/Альстромерии, Стиль, Стиль/Разноцветный, Композиции, По случаю, По случаю/14 февраля, По случаю/8 марта, По случаю/Благодарность, По случаю/День рождения, По случаю/Поздравление, Кому, Кому/Бабушке, Кому/Женщине, Кому/Жене, Кому/Коллеге, Кому/Любимой, Кому/Маме, Кому/Подруге, Кому/Сестре, Кому/Учителю";"Бархатистый звон";3990.00;barhatistyj-zvon;1;;;"Средний 25-30 см";;;;"Бархатистый звон";"Орхидеи в красном, Букеты, Орхидеи, Альстромерии";;;;orhidei-v-krasnom-m_1.jpg;;;;;;
"Букеты, Букеты/Орхидеи, Букеты/Альстромерии, Стиль, Стиль/Разноцветный, Композиции, По случаю, По случаю/14 февраля, По случаю/8 марта, По случаю/Благодарность, По случаю/День рождения, По случаю/Поздравление, Кому, Кому/Бабушке, Кому/Женщине, Кому/Жене, Кому/Коллеге, Кому/Любимой, Кому/Маме, Кому/Подруге, Кому/Сестре, Кому/Учителю";"Бархатистый звон";7430.00;barhatistyj-zvon;1;;;"Большой 35-40 см";;;;"Бархатистый звон";"Орхидеи в красном, Букеты, Орхидеи, Альстромерии";;;;orhidei-v-krasnom-m_1.jpg;;;;;;
"Букеты, Букеты/Хризантемы, Букеты/Альстромерии, Букеты/Герберы , Композиции, Кому, Кому/Женщине, Кому/Любимой, Кому/Бабушке, Кому/Учителю, По случаю/8 марта, По случаю/Свадьба, По случаю/Новый год, Стиль, Стиль/Разноцветный";"Фонтан эмоций";1110.00;fontan-emotsij;1;;;"Малый 15-20 см";;;;"Фонтан эмоций";"Красочный фонтан, Букеты";;;;krasochnyj-fontan-s_1.jpg;;;;;;
"Букеты, Букеты/Хризантемы, Букеты/Альстромерии, Букеты/Герберы , Композиции, Кому, Кому/Женщине, Кому/Любимой, Кому/Бабушке, Кому/Учителю, По случаю/8 марта, По случаю/Свадьба, По случаю/Новый год, Стиль, Стиль/Разноцветный";"Фонтан эмоций";2090.00;fontan-emotsij;1;;;"Средний 25-30 см";;;;"Фонтан эмоций";"Красочный фонтан, Букеты";;;;krasochnyj-fontan-s_1.jpg;;;;;;
"Букеты, Букеты/Хризантемы, Букеты/Альстромерии, Букеты/Герберы , Композиции, Кому, Кому/Женщине, Кому/Любимой, Кому/Бабушке, Кому/Учителю, По случаю/8 марта, По случаю/Свадьба, По случаю/Новый год, Стиль, Стиль/Разноцветный";"Фонтан эмоций";5020.00;fontan-emotsij;1;;;"Большой 35-40 см";;;;"Фонтан эмоций";"Красочный фонтан, Букеты";;;;krasochnyj-fontan-s_1.jpg;;;;;;
Композиции/Настольные;"Спатифиллум в горшке";540.00;spatifillum-v-gorshke;1;;;;;;;"Спатифиллум в горшке";"Спатифиллум в горшке, Настольные";"Спатифиллум 1 шт.";"<p>Спатифиллум 1 шт.</p>";;zelenyj-drug_b.jpg;;;;;;
"Букеты, Букеты/Розы, Композиции, По случаю, По случаю/На свадьбу, Кому, Кому/Невесте, Стиль, Стиль/Красный";"Пылкая любовь";2010.00;pylkaya-lyubov;1;;;"Букет малый (15-20 см)";;;;"Пылкая любовь";"Донна Анна, Букеты";"бутоньерка 1 шт. гипсофила 2 шт. лента 4 шт. лист аспидистры 2 шт. портбукетница 1 шт. роза 50 см 11 шт.";"<p>бутоньерка 1 шт.<br />гипсофила 2 шт.<br />лента 4 шт.<br />лист аспидистры 2 шт.<br />портбукетница 1 шт.<br />роза 50 см 11 шт.</p>";;donna-anna_b.jpg;;;;;;
"Букеты/Розы, Букеты/Хризантемы, Кому, Кому/Ребёнку, Кому/Женщине, Кому/Любимой, По случаю, По случаю/14 февраля, По случаю/День рождения, По случаю/Извинение, По случаю/Поздравление, Композиции, Композиции/Настольные, Композиции/Дизайнерские, Стиль, Стиль/Желтый";"Сладкий Teddy";4330.00;sladkij-teddy;1;;;"Букет малый (15-20 см)";;;;"Сладкий Teddy";"Ласковый и нежный зверь, Розы, Дизайнерские";"декор 1 шт. лента 1 шт. пиафлор большой 3 шт. роза 60 см 1 шт. хризантема кустовая 20 шт.";"<p>декор 1 шт.<br />лента 1 шт.<br />пиафлор большой 3 шт.<br />роза 60 см 1 шт.<br />хризантема кустовая 20 шт.</p>";;laskovyj-i-nezhnyj-zver_b.jpg;;;;;;
"Букеты, Букеты/Розы, Букеты/Хризантемы, Стиль, Стиль/Разноцветный, Композиции, По случаю, По случаю/14 февраля, По случаю/8 марта, По случаю/Благодарность, По случаю/День рождения, По случаю/Поздравление, Кому, Кому/Бабушке, Кому/Женщине, Кому/Жене, Кому/Маме, Кому/Подруге, Кому/Сестре, Кому/Учителю";"Сила красоты";7340.00;sila-krasoty;0;;;"Букет средний (30-35 см)";;;;"Сила красоты";"Добрый вечер, Букеты";"альстромерия 10 шт. лента 2 шт. лист аспидистры 20 шт. роза кустовая 11 шт. роза 60 см 3 шт. рускус 21 шт. сетка 1 шт. хризантема кустовая 10 шт.";"<p>альстромерия 10 шт.<br />лента 2 шт.<br />лист аспидистры 20 шт.<br />роза кустовая 11 шт.<br />роза 60 см 3 шт.<br />рускус 21 шт.<br />сетка 1 шт.<br />хризантема кустовая 10 шт.</p>";;dobryj-vecher_b.jpg;;;;;;
"Букеты, Букеты/Гвоздики, По случаю, По случаю/День Победы, Кому, Кому/Бабушке, Кому/Дедушке, Композиции, Стиль, Стиль/Белый";"Незабываемый подвиг";2910.00;nezabyvaemyj-podvig;1;;;"Букет средний (25-30см) ";;;;"Незабываемый подвиг";"С Днем Победы!, Букеты";"гиперикум 7 шт. гвоздика 19 шт. рускус 10 шт. лента 1 шт.";"<p>гиперикум 7 шт.<br />гвоздика 19 шт.<br />рускус 10 шт.<br />лента 1 шт.</p>";;s-dnem-pobedy_b.jpg;;;;;;
"Букеты, Букеты/Герберы , По случаю, По случаю/День рождения, По случаю/Благодарность, По случаю/Поздравление, По случаю/14 февраля, По случаю/8 марта, Букеты/Нарцисы, Кому, Кому/Бабушке, Кому/Женщине, Кому/Маме, Кому/Учителю, Кому/Сестре, Композиции, Стиль/Разноцветный, Композиции/Настольные";"Брызги осени";3860.00;bryzgi-oseni;1;;;"Букет средний (25-30 см)";;;;"Брызги осени";"Джага, Букеты";"гербера 15 шт. гиперикум 7 шт. декор 1 шт. нарцисс 7 шт. пиафлор малый 1 шт. чаша 1 шт.";"<p>гербера 15 шт.<br />гиперикум 7 шт.<br />декор 1 шт.<br />нарцисс 7 шт.<br />пиафлор малый 1 шт.<br />чаша 1 шт.</p>";;dzhaga-dzhaga_b.jpg;;;;;;
"По случаю, По случаю/Новый год, Композиции/Новогодние букеты, Композиции, Композиции/Настольные, Букеты/Каланхоэ, Кому, Кому/Бабушке, Кому/Дедушке, Кому/Коллеге, Кому/Подруге, Кому/Учителю, Стиль, Стиль/Красный";"Рождественское утро";2340.00;rozhdestvenskoe-utro;1;;;"Букет малый (15-20см)";;;;"Рождественское утро";"Дары Санта Клауса, По случаю, Букеты";"декор 1 шт  конфеты 1 шт  лента 1 шт  мандарин 3 шт  каланхоэ 1 шт  корзина малая 1 шт  ель нобилис 1 шт  декор звезда 2 шт";"<p>декор 1 шт<br /> конфеты 1 шт<br /> лента 1 шт<br /> мандарин 3 шт<br /> каланхоэ 1 шт<br /> корзина малая 1 шт<br /> ель нобилис 1 шт<br /> декор звезда 2 шт</p>";;dary-santa-klausa_b.jpg;;;;;;
"Букеты, Букеты/Розы, Стиль, Стиль/Желтый, Кому, Кому/Бабушке, Кому/Дедушке, Кому/Деловому партнеру, Кому/Женщине, Кому/Жене, Кому/Коллеге, Кому/Любимой, Кому/Маме, Кому/Мужу, Кому/Мужчине, Кому/Подруге, Кому/Сестре, По случаю, По случаю/14 февраля, По случаю/8 марта, По случаю/Поздравление, По случаю/День рождения";"Секрет нашего счастья";10630.00;sekret-nashego-schastya;0;;;"Букет большой (35-50см)";;;;"Секрет нашего счастья";"Фиеста, Букеты, Розы";"лента 1 шт. роза эквадорская 51 шт.";"<p>лента 1 шт.<br />роза эквадорская 51 шт.</p>";;fiesta_b.jpg;;;;;;
"Букеты, Букеты/Розы, Композиции, Кому, Кому/Любимой, Кому/Жене, Стиль, Стиль/Красный, По случаю, По случаю/8 марта, По случаю/14 февраля, Кому/Подруге, Кому/Сестре";"Чистое сердце";1290.00;chistoe-serdtse;1;;;"малый (15-20см)";;;;"Чистое сердце";"Неаполитанская ночь, Букеты, Розы";"лента 1 шт.   органза 11 шт.  роза 60 см 7 шт.  фетр 1 шт.";"<p>лента 1 шт. <br /> органза 11 шт.<br /> роза 60 см 7 шт.<br /> фетр 1 шт.</p>";;neapolitanskaja-noch.jpg;;;;;;
"Букеты, Букеты/Ирисы, Композиции, Стиль/Фиолетовый, Букеты/Фрезия, Кому, Кому/Бабушке, Кому/Женщине, Кому/Жене, Кому/Коллеге, Кому/Любимой, Кому/Маме, Кому/Подруге, Кому/Сестре, Кому/Учителю, По случаю, По случаю/14 февраля, По случаю/8 марта, По случаю/День рождения";"Лазурный берег";4390.00;lazurnyj-bereg;1;;;"Букет средний (25-30см)";;;;"Лазурный берег";"Джоконда, Букеты, Ирисы";"ирис 11 шт  лента 1 шт  рускус 20 шт  фрезия 13 шт ваза 1 шт";"<p>ирис 11 шт<br /> лента 1 шт<br /> рускус 20 шт<br /> фрезия 13 шт<br />ваза 1 шт</p>";;dzhokonda_b.jpg;;;;;;
"Букеты, Букеты/Лилии, Букеты/Розы, Букеты/Хризантемы, По случаю, По случаю/14 февраля, По случаю/8 марта, По случаю/Благодарность, По случаю/Поздравление, Кому, Кому/Бабушке, Кому/Женщине, Кому/Жене, Кому/Любимой, Кому/Маме, Кому/Подруге, Кому/Сестре, Кому/Учителю, Композиции, Стиль/Желтый";"Рожденный осенью";2790.00;rozhdennyj-osenyu;1;;;"Букет средний (25-30 см)";;;;"Рожденный осенью";"Золото в серебре, Букеты";"берграсс 1 шт. бересклет 1 шт. вероника вайт 3 шт. гипсофила 1 шт. лента 1 шт. лилия ветка 1 шт. роза 60 см 9 шт. фетр 1 шт. хризантема кустовая 3 шт.";"<p>берграсс 1 шт.<br />бересклет 1 шт.<br />вероника вайт 3 шт.<br />гипсофила 1 шт.<br />лента 1 шт.<br />лилия ветка 1 шт.<br />роза 60 см 9 шт.<br />фетр 1 шт.<br />хризантема кустовая 3 шт.</p>";;zoloto-v-serebre_b.jpg;;;;;;
"Букеты, Букеты/Тюльпаны, По случаю/День рождения, По случаю/Поздравление, По случаю/Сказать люблю, По случаю/Извинение, По случаю/Благодарность, По случаю/На свадьбу, По случаю/Для новорожденного, По случаю/Проф. праздник, По случаю/Юбилей, По случаю/14 февраля, По случаю/8 марта, По случаю/Свадьба, Композиции/Летние, Композиции/Весенние, Кому/Женщине, Кому/Маме, Кому/Любимой, Кому/Семье, Кому/Деловому партнеру, Кому/Учителю, Кому/Бабушке, Кому/Жене, Кому/Коллеге, Кому/Молодоженам";Даниэла;5090.00;daniela;1;;;"Букет средний (25-30см)";;;;Даниэла;"Весенняя трель, Букеты, Тюльпаны";"гипсофила 4 шт  лента 3 шт  рускус 19 шт  сизаль 1 шт  статица 5 шт  тюльпан 35 шт";"<p>гипсофила 4 шт<br /> лента 3 шт<br /> рускус 19 шт<br /> сизаль 1 шт<br /> статица 5 шт<br /> тюльпан 35 шт</p>";;581_b.jpg;;;;;;
"Композиции/Настольные, Стиль/Розовый, Букеты/Гипсофила, Кому, Кому/Бабушке, Кому/Женщине, Кому/Жене, Кому/Маме, Кому/Учителю, Кому/Сестре, По случаю, По случаю/8 марта, По случаю/День рождения, По случаю/Благодарность, По случаю/Поздравление, По случаю/Новый год, Композиции, Стиль/Красный";"Высшие чувства";3040.00;vysshie-chuvstva;1;;;"Букет средний (25-30 см)";;;;"Высшие чувства";"Волшебная ночь, Настольные, Розовый";"гипсофила 3 шт. горшок 1 шт. ель нобилис 1 шт. пиафлор малый 1 шт. роза 50 см 17 шт. шар новогодний 8 шт.";"<p>гипсофила 3 шт.<br />горшок 1 шт.<br />ель нобилис 1 шт.<br />пиафлор малый 1 шт.<br />роза 50 см 17 шт.<br />шар новогодний 8 шт.</p>";;volshebnaja-noch_b.jpg;;;;;;
"Букеты, Букеты/Ирисы, Композиции, Стиль/Фиолетовый, Кому, Кому/Любимой, Кому/Подруге, Кому/Бабушке, По случаю, По случаю/8 марта, По случаю/14 февраля, По случаю/День рождения, Стиль";"Небесная сфера";1470.00;nebesnaya-sfera;1;;;"Малый 15-20 см";;;;"Небесная сфера";"Рапсодия в стиле блюз, Букеты, Ирисы";;;;rapsodija-v-stile-bljuz_s_1.jpg;;;;;;
"Букеты, Букеты/Ирисы, Композиции, Стиль/Фиолетовый, Кому, Кому/Любимой, Кому/Подруге, Кому/Бабушке, По случаю, По случаю/8 марта, По случаю/14 февраля, По случаю/День рождения, Стиль";"Небесная сфера";2440.00;nebesnaya-sfera;1;;;"Средний 25-30 см";;;;"Небесная сфера";"Рапсодия в стиле блюз, Букеты, Ирисы";;;;rapsodija-v-stile-bljuz_s_1.jpg;;;;;;
"Букеты, Букеты/Ирисы, Композиции, Стиль/Фиолетовый, Кому, Кому/Любимой, Кому/Подруге, Кому/Бабушке, По случаю, По случаю/8 марта, По случаю/14 февраля, По случаю/День рождения, Стиль";"Небесная сфера";4570.00;nebesnaya-sfera;1;;;"Большой 35-40 см";;;;"Небесная сфера";"Рапсодия в стиле блюз, Букеты, Ирисы";;;;rapsodija-v-stile-bljuz_s_1.jpg;;;;;;
"Букеты, Букеты/Тюльпаны, Композиции, Стиль/Нежный, Кому, Кому/Бабушке, Кому/Женщине, Кому/Жене, Кому/Коллеге, Кому/Любимой, Кому/Маме, Кому/Подруге, Кому/Сестре, Кому/Учителю, По случаю, По случаю/14 февраля, По случаю/8 марта, По случаю/Бизнес-поздравления, По случаю/День рождения";Амстердам;4120.00;amsterdam;1;;;"Букет средний (25-30см)";;;;Амстердам;"Розовый фламинго, Букеты, Тюльпаны";"лента 1 шт  тюльпан 51 шт";"<p>лента 1 шт<br /> тюльпан 51 шт</p>";;rozovyj-flamingo_b.jpg;;;;;;
"Букеты, Букеты/Розы, Композиции, Стиль/Нежный, Букеты/Фрезия, Кому, Кому/Невесте, По случаю, По случаю/Свадьба, Стиль";"Ангельские крылья";3690.00;angelskie-krylya;1;;;"Букет малый (15-20 см)";;;;"Ангельские крылья";"Виндзорская красавица, Букеты";"лента 4 шт. роза 60 см 11 шт. фрезия 20 шт.";"<p>лента 4 шт.<br />роза 60 см 11 шт.<br />фрезия 20 шт.</p>";;vindzorskaja-krasavica_b.jpg;;;;;;
"Композиции/Настольные, Кому, Кому/Бабушке, Кому/Учителю, Кому/Маме, По случаю, По случаю/8 марта, По случаю/День рождения, Букеты/Азалия";"Азалия в горшке";710.00;azaliya-v-gorshke;1;;;"Букет средний (25-30см)";;;;"Азалия в горшке";"Краснозорька, Настольные";"азалия 1 шт";"<p>азалия 1 шт</p>";;krasnozorka_b.jpg;;;;;;
"Букеты, Букеты/Тюльпаны, Композиции, Стиль/Желтый, Стиль, Кому, Кому/Бабушке, Кому/Женщине, Кому/Жене, Кому/Коллеге, Кому/Любимой, Кому/Маме, Кому/Подруге, Кому/Сестре, Кому/Учителю, По случаю, По случаю/14 февраля, По случаю/8 марта, По случаю/День рождения";"Весеннее чувство";4120.00;vesennee-chuvstvo;1;;;"Букет средний (25-30см)";;;;"Весеннее чувство";"Дар Солнца, Букеты, Тюльпаны";"лента 1 шт  тюльпан 51 шт";"<p>лента 1 шт<br /> тюльпан 51 шт</p>";;dar-solnca_b.jpg;;;;;;
"Букеты, Букеты/Розы, Композиции, Стиль, Стиль/Нежный, Букеты/Альстромерии, Букеты/Фрезия, Кому, Кому/Жене, Кому/Маме, Кому/Любимой, По случаю, По случаю/День рождения, По случаю/Свадьба";"Тёплые слова";1350.00;teplye-slova;1;;;"Малый 15-20 см";;;;"Тёплые слова";"Антракт, Букеты, Розы";;;;antrakt_s_1.jpg;;;;;;
"Букеты, Букеты/Розы, Композиции, Стиль, Стиль/Нежный, Букеты/Альстромерии, Букеты/Фрезия, Кому, Кому/Жене, Кому/Маме, Кому/Любимой, По случаю, По случаю/День рождения, По случаю/Свадьба";"Тёплые слова";2360.00;teplye-slova;1;;;"Средний 25-30 см";;;;"Тёплые слова";"Антракт, Букеты, Розы";;;;antrakt_s_1.jpg;;;;;;
"Букеты, Букеты/Розы, Композиции, Стиль, Стиль/Нежный, Букеты/Альстромерии, Букеты/Фрезия, Кому, Кому/Жене, Кому/Маме, Кому/Любимой, По случаю, По случаю/День рождения, По случаю/Свадьба";"Тёплые слова";5160.00;teplye-slova;1;;;"Большой 35-40 см";;;;"Тёплые слова";"Антракт, Букеты, Розы";;;;antrakt_s_1.jpg;;;;;;
"Букеты, Букеты/Гвоздики, Букеты/Орхидеи, Букеты/Розы, Кому, Кому/Бабушке, Кому/Женщине, Кому/Жене, Кому/Любимой, Кому/Маме, Кому/Подруге, Кому/Учителю, Кому/Сестре, Композиции, Стиль/Желтый, По случаю, По случаю/День рождения, По случаю/Благодарность, По случаю/Поздравление";"Зеленый шум";3670.00;zelenyj-shum;1;;;"Букет малый (15-20 см)";;;;"Зеленый шум";"Фристайл, Букеты";"гвоздика мультифлора 3 шт. гиперикум 3 шт. лента 4 шт. орхидея 3 шт. роза 60 см 9 шт. сирень 2 шт. фрезия 5 шт.";"<p>гвоздика мультифлора 3 шт.<br />гиперикум 3 шт.<br />лента 4 шт.<br />орхидея 3 шт.<br />роза 60 см 9 шт.<br />сирень 2 шт.<br />фрезия 5 шт.</p>";;fristajl_b.jpg;;;;;;
"Букеты, Букеты/Розы, Композиции, Стиль/Красный, Кому, Кому/Женщине, Кому/Любимой, Кому/Жене, По случаю, По случаю/Свадьба, По случаю/8 марта, По случаю/День рождения";"Гран При";2190.00;gran-pri;1;;;"средний (25-30см)";;;;"Гран При";"Турецкая роза, Букеты";"лента   1 шт  роза 60 см   15шт";"<p><span class=""title span-link"" data-overlay=""#lenta-overlay"" style=""font-size: 13px;"">лента&nbsp;</span><span class=""amount"" style=""font-size: 13px;"">1 шт</span><span class=""title span-link"" data-overlay=""#roza-60-sm-overlay"" style=""font-size: 13px;"">роза 60 см&nbsp;</span><span class=""amount"" style=""font-size: 13px;"">15шт</span></p>";;tureckaja-roza_bz_1.jpg;;;;;;
"Букеты, Букеты/Хризантемы, Композиции, Стиль/Нежный, Стиль/Розовый, Кому, Кому/Бабушке, Кому/Женщине, Кому/Жене, Кому/Любимой, Кому/Маме, Кому/Подруге, Кому/Учителю, Кому/Сестре, По случаю, По случаю/День рождения, По случаю/Благодарность, По случаю/Поздравление";"Сладкие встречи";2610.00;sladkie-vstrechi;1;;;"Букет средний (25-30см)";;;;"Сладкие встречи";"Сиреневый туман, Букеты, Хризантемы";"лента 1 шт. пленка 1 шт. хризантема одиночная 15 шт.";"<p>лента 1 шт.<br />пленка 1 шт.<br />хризантема одиночная 15 шт.</p>";;sirenevyj-tuman_b.jpg;;;;;;
"Букеты, Букеты/Розы, Букеты/Герберы , Композиции, Стиль/Нежный, Стиль/Розовый, Кому, Кому/Бабушке, Кому/Женщине, Кому/Жене, Кому/Любимой, Кому/Маме, Кому/Подруге, Кому/Сестре, По случаю, По случаю/14 февраля, По случаю/8 марта, По случаю/День рождения, По случаю/Свадьба";"Сияющая улыбка";4550.00;siyayuschaya-ulybka;1;;;"Букет средний (30-35см)";;;;"Сияющая улыбка";"Дымчатый топаз, Букеты, Розы, Герберы ";"альстромерия 3 шт  гербера 3 шт  лента 1 шт  лимониум 1 шт  лист аспидистры 3 шт  роза 60 см 5 шт  рускус 7 шт  фетр 1 шт  сетка 1 шт  тюльпан 15 шт  фисташки зелень 7 шт  хризантема кустовая 5 шт";"<p>альстромерия 3 шт<br /> гербера 3 шт<br /> лента 1 шт<br /> лимониум 1 шт<br /> лист аспидистры 3 шт<br /> роза 60 см 5 шт<br /> рускус 7 шт<br /> фетр 1 шт<br /> сетка 1 шт<br /> тюльпан 15 шт<br /> фисташки зелень 7 шт<br /> хризантема кустовая 5 шт</p>";;dymchatyj-topaz_b.jpg;;;;;;
"Букеты, Букеты/Розы, Стиль, Стиль/Белый, Кому, Кому/Подруге, Кому/Учителю, По случаю, По случаю/8 марта, По случаю/День рождения";"Ангельский полёт";1200.00;angelskij-polet;1;;;"Малый 15-20 см";;;;"Ангельский полёт";"Белая пена, Букеты";;;;belaya-pena-s_1.jpg;;;;;;
"Букеты, Букеты/Розы, Стиль, Стиль/Белый, Кому, Кому/Подруге, Кому/Учителю, По случаю, По случаю/8 марта, По случаю/День рождения";"Ангельский полёт";1820.00;angelskij-polet;1;;;"Средний 25-30 см";;;;"Ангельский полёт";"Белая пена, Букеты";;;;belaya-pena-s_1.jpg;;;;;;
"Букеты, Букеты/Розы, Стиль, Стиль/Белый, Кому, Кому/Подруге, Кому/Учителю, По случаю, По случаю/8 марта, По случаю/День рождения";"Ангельский полёт";3960.00;angelskij-polet;1;;;"Большой 35-40 см";;;;"Ангельский полёт";"Белая пена, Букеты";;;;belaya-pena-s_1.jpg;;;;;;
"Букеты, Букеты/Лилии, Букеты/Розы, Букеты/Хризантемы, Композиции, Кому, По случаю, По случаю/Свадьба, Кому/Невесте";Анжелика;2450.00;anzhelika;1;;;"Букет малый (15-20 см)";;;;Анжелика;"Взрыв эмоций, Букеты";"аспарагус умбеллатус 1 шт. берграсс 1  шт.  бутоньерка 1  шт.  гипсофила 1  шт.  лента 4  шт.  лилия ветка 2  шт.  портбукетница 1  шт.  роза 50 см 7  шт.  хризантема кустовая 1  шт.";"<p>аспарагус умбеллатус 1 шт.<br />берграсс 1<span>&nbsp;шт.</span><br />бутоньерка 1<span>&nbsp;шт.</span><br />гипсофила 1<span>&nbsp;шт.</span><br />лента 4<span>&nbsp;шт.</span><br />лилия ветка 2<span>&nbsp;шт.</span><br />портбукетница 1<span>&nbsp;шт.</span><br />роза 50 см 7<span>&nbsp;шт.</span><br />хризантема кустовая 1<span>&nbsp;шт.</span></p>";;vzryv-jemocij_b.jpg;;;;;;
"Композиции/Настольные, Композиции, Стиль/Нежный, Стиль/Розовый, Кому, Букеты/Гвоздики, Букеты/Гипсофила, Кому/Бабушке, Кому/Женщине, Кому/Жене, Кому/Любимой, Кому/Маме, Кому/Подруге, Кому/Ребёнку, Кому/Сестре, Кому/Учителю, По случаю, По случаю/День рождения, По случаю/14 февраля, По случаю/8 марта";"Весенний презент";1580.00;vesennij-prezent;1;;;"Букет средний (25-30 см)";;;;"Весенний презент";"Загадка, Настольные";"альстромерия 5 шт. гвоздика 8  шт.  гипсофила 1  шт.  лента 1  шт.  пакет подарочный 1  шт.  рускус 3  шт.";"<p>альстромерия 5 шт.<br />гвоздика 8<span>&nbsp;шт.</span><br />гипсофила 1<span>&nbsp;шт.</span><br />лента 1<span>&nbsp;шт.</span><br />пакет подарочный 1<span>&nbsp;шт.</span><br />рускус 3<span>&nbsp;шт.</span></p>";;improvizacija_b.jpg;;;;;;
"Композиции/Настольные, По случаю, По случаю/Новый год, Композиции, Композиции/Фруктовые букеты, Композиции/Новогодние букеты, Кому, Кому/Бабушке, Кому/Дедушке, Кому/Коллеге, Кому/Подруге, Кому/Ребёнку, Кому/Сестре, Кому/Учителю, Стиль/Розовый, Букеты/Хризантемы";"Лесная повелительница";4850.00;lesnaya-povelitelnitsa;1;;;"Букет малый (15-20 см)";;;;"Лесная повелительница";"Лесная малышка, Настольные";"аспарагус умбеллатус 3 шт. гиперикум 3  шт.  гипсофила 1  шт.  конфета штучная 18  шт.  мандарин 7  шт.  пиафлор 1  шт.  поддон 1  шт.  роза кустовая 2  шт.  хризантема кустовая 3  шт.  шар новогодний 14  шт.  шишка 16  шт.";"<p>аспарагус умбеллатус 3 шт.<br />гиперикум 3<span>&nbsp;шт.</span><br />гипсофила 1<span>&nbsp;шт.</span><br />конфета штучная 18<span>&nbsp;шт.</span><br />мандарин 7<span>&nbsp;шт.</span><br />пиафлор 1<span>&nbsp;шт.</span><br />поддон 1<span>&nbsp;шт.</span><br />роза кустовая 2<span>&nbsp;шт.</span><br />хризантема кустовая 3<span>&nbsp;шт.</span><br />шар новогодний 14<span>&nbsp;шт.</span><br />шишка 16<span>&nbsp;шт.</span></p>";;lesnaja-malyshka_b.jpg;;;;;;
"Букеты, Букеты/Хризантемы, По случаю/Сказать люблю, По случаю/Извинение, По случаю/14 февраля, По случаю/8 марта, Композиции/Цветочные сердца, Композиции/Дизайнерские, Стиль/Нежный, Кому, Кому/Жене, Кому/Любимой, Композиции, Композиции/Сердца из цветов";"Сердце для тебя";1660.00;serdtse-dlya-tebya;1;;;"Букет малый (15-20см)";;;;"Сердце для тебя";"Ромашковое сердце, Букеты";"гиперикум 2 шт  декор 1 шт  хризантема кустовая 7 шт  пиафлор сердце мини 1 шт";"<p>гиперикум 2 шт<br /> декор 1 шт<br /> хризантема кустовая 7 шт<br /> пиафлор сердце мини 1 шт</p>";;romashkovoe-serdce_b.jpg;;;;;;
"Букеты, Букеты/Тюльпаны, Стиль/Белый, Стиль/Желтый, Стиль/Красный, Стиль/Разноцветный, Стиль/Яркий, Композиции/Летние, Композиции/Весенние, По случаю/8 марта, По случаю/Поздравление, Кому/Женщине, Кому/Жене, Кому/Учителю, Кому/Маме";Нежность;560.00;nezhnost;1;;;"7 цветков";;;;Нежность;"Весенние тюльпаны, Букеты";"Возможен вариан выбора цвета букета: белый, желтый, красный, микс.";"<p>Возможен вариан выбора цвета букета: белый, желтый, красный, микс.</p>";;"vesennie-tyulpany1.jpg, vesennie-tyulpany-7.jpg, vesennie-tyulpany-71_1.jpg, vesennie-tyulpany.jpg";;;;;;
"Букеты, Букеты/Тюльпаны, Стиль/Белый, Стиль/Желтый, Стиль/Красный, Стиль/Разноцветный, Стиль/Яркий, Композиции/Летние, Композиции/Весенние, По случаю/8 марта, По случаю/Поздравление, Кому/Женщине, Кому/Жене, Кому/Учителю, Кому/Маме";Нежность;700.00;nezhnost;1;;;"9 цветков";;;;Нежность;"Весенние тюльпаны, Букеты";"Возможен вариан выбора цвета букета: белый, желтый, красный, микс.";"<p>Возможен вариан выбора цвета букета: белый, желтый, красный, микс.</p>";;"vesennie-tyulpany1.jpg, vesennie-tyulpany-7.jpg, vesennie-tyulpany-71_1.jpg, vesennie-tyulpany.jpg";;;;;;
"Букеты, Букеты/Тюльпаны, Стиль/Белый, Стиль/Желтый, Стиль/Красный, Стиль/Разноцветный, Стиль/Яркий, Композиции/Летние, Композиции/Весенние, По случаю/8 марта, По случаю/Поздравление, Кому/Женщине, Кому/Жене, Кому/Учителю, Кому/Маме";Нежность;840.00;nezhnost;1;;;"11 цветков";;;;Нежность;"Весенние тюльпаны, Букеты";"Возможен вариан выбора цвета букета: белый, желтый, красный, микс.";"<p>Возможен вариан выбора цвета букета: белый, желтый, красный, микс.</p>";;"vesennie-tyulpany1.jpg, vesennie-tyulpany-7.jpg, vesennie-tyulpany-71_1.jpg, vesennie-tyulpany.jpg";;;;;;
